"Name","Loop","FollowParent","ShakeScreen","Time","RenderableScale","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","Scale","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","KillLoopingSoundsOnEnd","OutputEvent","ParentLookAtOffsetRadius","Shadow"
,,,,500,,,"ParticleEmitter",,,"xp_levelup_sparks",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"xp_levelup_flash",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"xp_levelup_burst",,"Base",,,,,,,,,
"Inferno_continuous","true",,,,,,"ParticleEmitter",,,"Inferno_loop1",,"Object",100,,,"Inferno_continuous",,,,,
,,,,300,,,"ParticleEmitter",,,"Inferno_loop1",,"Object",,,,,,,,,
"GiantSkeleton_Bomb_deploy",,,,,,"sound_GiantSkeleton_bomb_deploy","SWF",,,,,"Object",,,,,,,,,
"Balloon_Bomb_deploy",,,,,,"sound_Balloon_Bomb_deploy","SWF",,,,,"Object",,,,,,,,,
"LegendaryArena_torch_fire","true",,,,,,"ParticleEmitter",,,"LegendaryArena_torch_fire1",,"Above",50,,,,,,,,
"legendaryArena_smokeGlow","true",,,,,,"ParticleEmitter",,,"LegendaryArena_fx1",,"Above",50,,,,,,,,
"ice_wizard_deploy",,,,,,"sound_ice_wizard_deploy","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_ice_wizard_deploy_vo","SWF",,,,,"Object",100,,,,,,,,
,,,,350,,,"Effect",,,,"ice_wizard_hit","Base",,,,,,,,,
,,,,350,,,"Effect",,,,"ShakeShcreen_delay","Base",,,,,,,,,
,,,,300,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Ground",,,,,,,,,
,,,,300,,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",,,,,,,,,
,,,,300,,,"ParticleEmitter",,,"ice_wizard_deploy_flakes",,"Object",60,,,,,,,,
,,,,,,,,,,,,,60,,,,,,,,
"ice_wizard_steps","true",,,,,"sound_ice_wizard_steps","SWF",,,,,"Ground",100,,,,,,,,
"ice_wizard_attack_start",,,,,,"sound_ice_wizard_attack_start","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_ice_wizard_attack_vo","SWF",,,,,"Object",100,,,,,,,,
"ice_wizard_hit",,,,,,"sound_ice_wizard_projectile_hit","ParticleEmitter",,,"ice_wiz_hit_ground",,"Ground",100,,,,,,,,
,,,,-100,,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_puff",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_flakes",,"Above",,,,,,,,,
"ice_wizard_die",,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,
,,,,,,"sound_ice_wizard_die","SWF",,,,,"Object",,,,,,,,,
"openChest_loop_legendary","true",,,,,"sound_openChest_loop_legendary","SWF",,,,,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"openChest_legendary_loop1",,"Object",,,,,,,,,
"openChest_get_legendary",,,,,,"sound_openChest_get_legendary","SWF",,,,,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"openChest_legend_particles",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"openChest_legend_particles",,"Above",,,,,,,,,
"chest_landing_giant",,,,,,,"SWF",,,,,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"chest_landing_puff_giant",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"chest_landing_giantBurst",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"chest_landing_giantBurst2",,"Base",,,,,,,,,
"chest_landing_mega",,,,,,,"SWF",,,,,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"chest_landing_puff_mega",,"Above",,,,,,,,,
,,,,500,,,"ParticleEmitter",,,"chest_landing_megaDust",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"chest_landing_megaFlash",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"chest_landing_megaBurst",,"Base",,,,,,,,,
"openChest_mega",,,,,,"sound_openChest_bigmagical","SWF",,,,,"Above",,,,,,,,,
"openChest_giant",,,,,,"sound_openChest_giant","SWF",,,,,"Above",,,,,,,,,
"ShakeShcreen_delay",,,300,,,,"SWF",,,,,"Base",,,,,,,,,
"BomberBomb_fire_emitter","true",,,,,,"ParticleEmitter",,,"FlameArrowEmitter_small",,"Above",50,,,,,,,,
"princess_deploy",,,,,,"sound_princess_deploy","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_princess_deploy_vo","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,,,,,
"princess_steps",,,,,,"sound_princess_steps","SWF",,,,,"Ground",100,,,,,,,,
"princess_attack_start",,,,,,"sound_princess_attack_start","SWF",,,,,"Object",100,,,,,,,,
"princess_attack",,,,,,"sound_princess_attack","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_princess_atk_vo","SWF",,,,,"Object",100,,,,,,,,
"princess_die",,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,
,,,,,,"sound_princess_die","SWF",,,,,"Object",,,,,,,,,
"blowdart_goblin_atk_start",,,,,,"sound_blowdart_goblin_atk_start","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_blowdart_gob_jump","SWF",,,,,"Object",100,,,,,,,,
"blowdart_goblin_steps",,,,,,"sound_blowdart_gob_steps","SWF",,,,,"Ground",100,,,,,,,,
"blowdart_goblin_deploy",,,,,,"sound_blowdart_goblin_deploy","SWF",,,,,"Object",100,,,,,,,,
"Spell_poison_ground","true",,,,,,"SWF","sc/effects.sc","Poison_radius",,,"Base",,,,"Spell_poison_ground_red",,,,,
,,,,,,,"SWF","sc/effects.sc","spell_poison_radius_blue","poison_spell_radius_blue",,"Base",,,,,,,,,
"Spell_poison_effect",,,,,,"sound_poison_spell","ParticleEmitter",,,"Poison_skull1",,"Object",,,,,,,,,
"Spell_poison_loop","true",,,,,,"ParticleEmitter",,,"Poison_skull1",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"Poison_big_skull",,"Object",,,,,,,,,
"ice_wiz_emitter","true","true",,,,,"ParticleEmitter",,,"ice_wiz_emitter_trail",,"Object",50,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_wiz_trail_shards",,"Above",,,,,,,,,
"PrincessArrowHitGround",,,,,,"sound_PrincessArrowHitGround","ParticleEmitter",,,"Princess_arrow_hit_ground",,"Ground",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"Princess_arrow_hit_ground_loop",,"Base",,,,,,,,,
"PrincessArrowProjectileEmitter","true",,,,,,"ParticleEmitter",,,"Princess_arrow_emitter_small_zeroZ",,"Above",50,,,,,,,,
"GuardShieldDown",,,,75,,,"ParticleEmitter",,,"guard_shield_down",,"Ground",100,,,,,,,,
,,,,,,"sound_GuardShieldDown","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_GuardShieldDown_vo","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"guard_shield_down_sparks",,"Above",,,,,,,,,
"dark_prince_deploy",,,,,,"sound_dark_prince_deploy","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_dark_prince_deploy_vo","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_dark_prince_deploy_end","SWF",,,,,"Object",,,,,,,,,
,,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,,,,,
,,,,,,,,,,,,,60,,,,,,,,
,,,,,,,,,,,,,60,,,,,,,,
,,,,,,,,,,,,,60,,,,,,,,
"dark_prince_steps",,,,,,"sound_dark_prince_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",100,,,,,,,,
"dark_prince_charge",,,,,,"sound_dark_prince_charge","ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",,,,,,,,,
,,,,,,"sound_dark_prince_charge_jing","ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",,,,,,,,,
,,,,,,,"Filter","sc/effects.sc","filter_protection",,,"Base",,,,,,,,,
,,,,,,,"SWF","sc/effects.sc","effect_charge",,,"Above",,"txt","charge",,,,,,
"dark_prince_charge_hit",,,,,,"sound_dark_prince_charge_hit","SWF",,,,,"Object",100,,,,,,,,
"dark_prince_attack_start",,,,,,"sound_dark_prince_attack_start","Effect",,,,,"Object",100,,,,,,,,
,,,,,,"sound_dark_prince_attack_start_vo","Effect",,,,,"Object",100,,,,,,,,
"dark_prince_hit",,,,,,"sound_dark_prince_hit","SWF",,,,,"Object",100,,,,,,,,
"dark_prince_die",,,,,,"sound_dark_prince_death","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"guard_die_particle_stick",,"Object",100,,,,,,,,
,,,,,,,,,,,,,100,,,,,,,,
"golem_cont_effect","true",,,,,,"ParticleEmitter",,,"golem_firefly_trail",,"Above",50,,,,,,,,
,,,,3000,,,"ParticleEmitter",,,"golem_firefly_trail",,"Above",,,,,,,,,
,,,,9000,,,"ParticleEmitter",,,"golem_firefly_trail",,"Above",,,,,,,,,
,,,,12000,,,"ParticleEmitter",,,"golem_firefly_trail",,"Above",,,,,,,,,
"miner_deploy",,,500,,,"sound_miner_deploy_up","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_miner_deploy_vo","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"knight_deploy_rocks_hitGround",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"giant_hitpuff2",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"miner_deploy_rocks1",,"Object",,,,,,,,,
,,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"miner_deploy_rocks1_shadow",,"Shadow",,,,,,,,,
"miner_steps",,,,,,"sound_miner_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",100,,,,,,,,
"miner_attack_start",,,,,,"sound_miner_attack_start","Effect",,,,,"Object",100,,,,,,,,
,,,,,,"sound_miner_attack_start_vo","Effect",,,,,"Object",100,,,,,,,,
"miner_hit",,,,,,"sound_miner_hit","SWF",,,,,"Object",100,,,,,,,,
"miner_die",,,,,,"sound_miner_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",100,,,,,,,,
"skeleton_warrior_deploy",,,,,,"sound_skeleton_warrior_deploy","SWF",,,,,"Object",100,,,,,,,,
"skeleton_warrior_steps","true",,,,,"sound_skeleton_warrior_steps","SWF",,,,,"Ground",100,,,,,,,,
"skeleton_warrior_attack_start","true",,,,,"sound_skeleton_warrior_attack_start","SWF",,,,,"Object",100,,,,,,,,
"skeleton_warrior_hit",,,,,,"sound_skeleton_warrior_hit","SWF",,,,,"Object",100,,,,,,,,
"skeleton_warrior_die",,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,
,,,,,,"sound_skeleton_warrior_die","SWF",,,,,"Object",,,,,,,,,
"skeleton_warrior_lose_shield",,,,,,"sound_skeleton_warrior_lose_shield","ParticleEmitter",,,"skeleton_warrior_lose_shield",,"Object",,,,,,,,,
"win_battle_confetti_blue",,,,,,,"ParticleEmitter",,,"win_battle_confetti_blue1",,"Above",,,,"win_battle_confetti_red",,,,,
"win_battle_confetti_blue_top",,,,,,,"ParticleEmitter",,,"win_battle_confetti_blue2",,"Above",,,,"win_battle_confetti_red_top",,,,,
"win_battle_confetti_red",,,,,,,"ParticleEmitter",,,"win_battle_confetti_red1",,"Above",,,,,,,,,
"win_battle_confetti_red_top",,,,,,,"ParticleEmitter",,,"win_battle_confetti_red2",,"Above",,,,,,,,,
"firespirit_continuous_fx","true",,,,,,"ParticleEmitter",,,"firespirit_cont_fire1",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"firespirit_cont_sparks1",,"Above",,,,,,,,,
"firespirit_attack",,,,,,"sound_firespirit_attack","SWF",,,,,"Object",,,,,,,,,
"firespirit_die",,,,,,"sound_firespirit_die","Effect",,,"MagaBomb_FireRing","Death_player_small","Object",,,,,,,,,
"firespirit_steps",,,,,,"sound_firespirit_steps","SWF",,,,,"Object",,,,,,,,,
,,,,,,"sound_firespirit_steps_sfx","SWF",,,,,"Object",,,,,,,,,
"firespirit_deploy",,,,,,"sound_firespirit_deploy","SWF",,,,,"Object",,,,,,,,,
"firespirit_projectile_hit",,,,,,"sound_firespirit_projectile_hit","ParticleEmitter",,,"chr_wiz_hit_sparks",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"cannon_glow",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"firespirit_hit_embers",,"Object",,,,,,,,,
"Death_player_small",,,,,,"sound_generic_death","ParticleEmitter",,,"Death_elixir_burst1_small",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_enemy_puff_small",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_elixir_ground1_small",,"Base",,,,,,,,,
"lava_hound_deploy",,,,,,"sound_lava_hound_deploy","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_lava_hound_deploy_end","SWF",,,,,"Object",,,,,,,,,
"lava_hound_steps",,,,,,"sound_lava_hound_steps","SWF",,,,,"Ground",100,,,,,,,,
"lava_hound_attack_start",,,,,,"sound_lava_hound_start","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lavaHound_attackParticles",,"Object",,,,,,,,,
"lava_hound_projectile_hit",,,,,,"sound_lava_hound_projectile_hit","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lava_hound_hit_sparks3",,"Ground",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lava_hound_hit_sparks0",,"Ground",,,,,,,,,
"lava_hound_die",,,,,,"sound_lava_hound_die","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"chr_wiz_hit_fire",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,,,"Ground",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lava_hound_die_sparks",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lavaHound_embers",,"Object",,,,,,,,,
"cheer_confetti_blue",,,,,,,"ParticleEmitter",,,"cheer_confetti_ground_blue",,"Base",,,,"cheer_confetti_red",,,,,
,,,,,,,"ParticleEmitter",,,"cheer_confetti_blue2",,"Object",,,,,,,,,
"cheer_confetti_red",,,,,,,"ParticleEmitter",,,"cheer_confetti_ground_red",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"cheer_confetti_red2",,"Object",,,,,,,,,
"miner_travel_effect","true",,,,,,"ParticleEmitter",,,"miner_deploy_predeploy_rocks",,"Object",,,,,,"true",,,
,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Ground",,,,,,,,,
,,,,,,"sound_miner_travel_effect","SWF",,,,,"Base",,,,,,,,,
,,,,,,"sound_miner_deploy","SWF",,,,,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"Miner_travel_particles2",,"Base",,,,,,,,,
"Firespirit_building_spawn",,,,,,"sound_firespirit_building_spawn","ParticleEmitter",,,"Firespirit_building_spawn_burst1_small",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Firespirit_building_spawn_puff_small",,"Above",,,,,,,,,
"lava_pups_deploy",,,,,,"sound_lava_pups_deploy","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_lava_pups_deploy_end","SWF",,,,,"Object",,,,,,,,,
"lava_pups_steps",,,,,,"sound_lava_pups_steps","SWF",,,,,"Ground",100,,,,,,,,
"lava_pups_attack_start",,,,,,"sound_lava_pups_start","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lavaPups_attackParticles",,"Object",,,,,,,,,
"lava_pups_projectile_hit",,,,,,"sound_lava_pups_projectile_hit","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lavaPups_hit_drops",,"Ground",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lavaPups_hit_drops2",,"Ground",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"lavaPups_hit_drops3",,"Ground",,,,,,,,,
"lava_pups_die",,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,
,,,,,,"sound_lava_pups_die","SWF",,,,,"Object",,,,,,,,,
"lava_hound_Emitter","true","true",,,,,"ParticleEmitter",,,"LavaHound_EmitterTrail",,"Object",50,,,,,,,,
,,,,,,,"ParticleEmitter",,,"LavaHound_EmitterTrail",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"LavaHound_EmitterTrail",,"Object",,,,,,,,,
"lava_pups_emitter","true","true",,,,,"ParticleEmitter",,,"LavaPups_EmitterTrail",,"Object",50,,,,,,,,
,,,,100,,,"ParticleEmitter",,,"LavaPups_EmitterTrail",,"Object",,,,,,,,,
,,,,25,,,"ParticleEmitter",,,"LavaPups_EmitterTrail2",,"Object",,,,,,,,,
"zapmachine_deploy",,,,,,"sound_zapmachine_deploy","SWF",,,,,"Object",100,,,"zapmachine_deploy_enemy",,,,,
,,,,,,"sound_zapmachine_deploy_end","SWF",,,,,"Object",,,,,,,,,
,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,
"zapmachine_deploy_enemy",,,,,,"sound_zapmachine_deploy_enemy","SWF",,,,,"Object",100,,,,,,,,
,,,,,,"sound_zapmachine_deploy_end_enemy","SWF",,,,,"Object",,,,,,,,,
,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,
"zapmachine_steps",,,,,,"sound_zapmachine_steps","SWF",,,,,"Ground",100,,,,,,,,
"zapmachine_load_weapon","true",,,,,"sound_zapmachine_load_weapon","SWF",,,,,"Object",100,,,,,,,1200,
,,,,,,,"ParticleEmitter",,,"zapmachine_cont_sparks1",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_cont_fire1",,"Above",,,,,,,,,
"zapmachine_load_weapon_1",,,,,,"sound_zapmachine_load_1","SWF",,,,,"Above",,,,,,,,,
"zapmachine_load_weapon_2",,,,,,"sound_zapmachine_load_2","SWF",,,,,"Above",,,,,,,,,
"zapmachine_load_weapon_3",,,,,,"sound_zapmachine_load_3","SWF",,,,,"Above",,,,,,,,,
"zapmachine_attack",,,,,,"sound_zapmachine_attack","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_attack_sparks",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_attack_beam",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_attack_electric",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_attack_pushback",,"Ground",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_attack_pushback_shadow",,"Shadow",,,,,,,,,
"zapmachine_projectile_hit",,,800,,,"sound_zapmachine_projectile_hit","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"Zap_hit_area",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapMachine_hit_sparks",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapMachine_smallHit",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_hit_effect_particles",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zap_hit_puff",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_spechit_smoke",,"Base",,,,,,,,,
"zapmachine_die",,,,,,"sound_zapmachine_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,"zapmachine_die_enemy",,,,,
,,,,,,,"ParticleEmitter",,,"Goblin_hut_woodExplosion",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,
"zapmachine_die_enemy",,,,,,"sound_zapmachine_die_enemy","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"Goblin_hut_woodExplosion",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_death_wheels",,"Base",,,,,,,,,
"zapMachine_trail_emitter","true","true",,,,,"ParticleEmitter",,,"zapmachine_trail_electric",,"Object",50,,,,,,,,
,,,,,,,"ParticleEmitter",,,"zapmachine_trail_electric",,"Object",,,,,,,,,
"Spell_freeze_ground_red",,,,,,,"SWF","sc/effects.sc","freeze_effect_ground_red",,,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"freeze_snowPiles1",,"Ground",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"freeze_snow_scatter1",,"Ground",,,,,,,,,
,,,,,,,"SWF","sc/effects.sc","spell_freeze_radius_red",,,"Base",,,,,,,,,
"Spell_poison_ground_red","true",,,,,,"SWF","sc/effects.sc","Poison_radius",,,"Base",,,,,,,,,
,,,,,,,"SWF","sc/effects.sc","spell_poison_radius_red","poison_spell_radius_red",,"Base",,,,,,,,,
"Spell_rage_ground_red",,,,,,,"SWF","sc/effects.sc","rage_effect_ground",,,"Base",,,,,,,,,
,,,,,,,"SWF","sc/effects.sc","spell_rage_radius_red",,,"Base",,,,,,,,,
"rage_bottle_explode",,,,,,"sound_barbarian_deploy","SWF",,,,,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"rage_bottle_glass_break","Deploy_ground_fX_mediumSize","Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"rage_bottle_break_puff",,"Ground",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"rage_bottle_spill",,"Base",,,,,,,,,
"log_hit",,"true",,,,"sound_log_hit","ParticleEmitter",,,"cannon_hit_rock_emiter",,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"cannon_hit_smokePuff",,"Object",60,,,,,,,,
,,,,,,,,,,,,,60,,,,,,,,
"log_emitter","true",,,,,"sound_log_roll","ParticleEmitter",,,"log_emitter_particles",,"Base",,,,,,"true",,,
,,,,,,,"ParticleEmitter",,,"log_sparkle",,"Base",,,,,,,,,
"log_deploy",,,,,,"sound_log_deploy","SWF",,,,,"Base",,,,,,,,,
,,,,,,"sound_log_vocal","SWF",,,,,"Base",,,,,,,,,
"bowler_deploy",,,,,,"sound_bowler_deploy","SWF",,,"giant_deploy_dustPuff",,"Object",100,,,,,,,,
,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,
"bowler_steps",,,,,,"sound_bowler_steps","SWF",,,,,"Ground",100,,,,,,,,
,,,,,,"sound_bowler_steps_vo","SWF",,,,,"Ground",100,,,,,,,,
"bowler_attack_start",,,,,,"sound_bowler_attack_start","SWF",,,,,"Object",100,,,,,,,,
"bowler_die",,,,,,"sound_bowler_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","death_giant1","Object",100,,,,,,,,
"log_die",,,,,,"sound_log_hit","ParticleEmitter",,,"log_woodExplosion",,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"log_planks2",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"log_planks",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"log_die_smoke2",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"log_sparkle_explode",,"Base",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"log_sparkle_explode",,"Base",,,,,,,,,
"icespirit_deploy",,,,,,"sound_icespirit_deploy","SWF",,,,,"Object",,,,,,,,,
"icespirit_continuous_fx","true",,,,,,"ParticleEmitter",,,"icespirit_cont_sparks1",,"Above",,,,,,,,,
,,,,200,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,
,,,,400,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,
,,,,600,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,
,,,,800,,,"ParticleEmitter",,,"icespirit_cont_snowTrail",,"Ground",,,,,,,,,
"icespirit_attack",,,,,,"sound_icespirit_attack","SWF",,,,,"Object",,,,,,,,,
"icespirit_steps",,,,,,"sound_icespirit_steps","SWF",,,,,"Object",,,,,,,,,
,,,,,,"sound_icespirit_steps_sfx","SWF",,,,,"Object",,,,,,,,,
"icespirit_projectile_hit",,,,,,"sound_icespirit_projectile_hit","ParticleEmitter",,,"ice_wiz_hit_ground",,"Ground",100,,,,,,,,
,,,,-100,,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_puff",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_flakes",,"Above",,,,,,,,,
"icespirit_die",,,,,,"sound_icespirit_die","Effect",,,"MagaBomb_FireRing","Death_player_small","Object",,,,,,,,,
"bowler_projectile_trail","true","true",,,,,"ParticleEmitter",,,"bowler_emitter_trail",,"Ground",50,,,,,,,,
,,,,,,,"ParticleEmitter",,,"bowler_emitter_smoke",,"Ground",,,,,,,,,
"bowler_projectile_die",,,,,,"sound_bowler_hit","ParticleEmitter",,,"bowler_projectile_rocks_front",,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"bowler_projectile_rocks",,"Object",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"bowler_hit_smoke",,"Object",60,,,,,,,,
,,,,,,,"ParticleEmitter",,,"bowler_hit_smoke_shadow",,"Shadow",60,,,,,,,,
"ice_water_sparkle_01","true",,,,,"sound_openChest_loop_epic","SWF",,,,,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_water_sparkle_01",,"Object",,,,,,,,,
"ice_cauldron_fire_01",,,,,,,"ParticleEmitter",,,"ice_cauldron_fire_01",,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_cauldron_glow_01",,"Object",,,,,,,,,
"ice_cauldron_fire_02",,,,,,,"ParticleEmitter",,,"ice_cauldron_fire_02",,"Object",100,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_cauldron_glow_02",,"Object",,,,,,,,,
"ice_water_ripple_01","true",,,,,"sound_openChest_loop_epic","SWF",,,,,"Above",,,,,,,,,
,,,,,,,"ParticleEmitter",,,"ice_water_ripple_01",,"Ground",,,,,,,,,
